67,-0.6368771, 8.394327, 4.146884, -2.1620302, 8.107015, 4.95136, -0.80208206, 8.600235, 4.355186, -1.0247496, 9.3592205, 6.4860907, -0.7350424, 9.27542, 4.400677, -2.2003386, 8.13814, 5.3535986, 10.850853, 11.3105545, 3.9936504, -0.7326481, 8.4781275, 5.2841644, -1.0271438, 5.0423427, 5.643306, -3.1819913, 9.873989, 4.4461684, -0.1340794, 9.438231, 4.3408203, 1.1109436, 6.797346, 4.084633, 0.7350424, 9.828498, 4.826858, 1.6041641, 9.244295, 4.2139235, 1.0702409, 8.22194, 1.4126221, 0.43096948, 9.964972, 1.7406378, -3.057489, 9.883567, 3.3831103, -0.8236305, 9.821315, 2.7989073, 0.64166564, 8.947405, 2.7390504, 0.5458947, 8.324894, 0.9026416, 3.172414, 11.408719, -0.8547561, -0.20590763, 9.308941, 1.010384, 0.2777359, 10.199611, -0.028731298, 0.10055954, 9.447808, 0.17478207, -0.38308397, 9.5794935, 0.32083282, -0.117319465, 9.917087, 1.4150164, -1.1061549, 9.816526, 1.0870007, -0.04070267, 9.510059, 0.5818088, -0.5458947, 9.883567, 0.66321415, -0.5961744, 9.778218, 0.7110996, -0.96489275, 9.775824, 0.8739103, -0.600963, 9.672871, 0.67279124, -0.7350424, 9.677659, 0.8475733, -0.54350036, 9.708784, 0.81165916, -0.57223165, 9.675264, 0.888276, -0.51716334, 9.711179, 0.79250497, -0.5865973, 9.720756, 0.85954463, -0.50758624, 9.617802, 0.8092649, -0.5027977, 9.711179, 0.8044763, -0.5243462, 9.680053, 0.723071, -0.5818088, 9.783007, 0.7853221, -0.6344828, 9.675264, 0.79250497, -0.6392714, 9.742304, 0.8571504, -0.50998056, 9.72315, 0.7685622, -0.5913859, 9.718362, 0.8332076, -0.46927786, 9.584282, 0.8547561, -0.34716985, 9.7135725, 0.71588814, -0.4860378, 9.7135725, 0.7948992, -0.531529, 9.72315, 0.83081335, -0.409421, 9.692024, 0.81165916,0
75,-0.34716985, 9.720756, 0.8044763, -0.44294083, 9.744699, 0.82123625, -0.2466103, 9.636956, 0.82602483, -0.3423813, 9.692024, 0.89067024, -0.21787901, 9.668081, 0.8044763, -0.43096948, 9.703996, 0.89545876, -0.30886146, 9.680053, 0.7733508, -0.3974496, 9.708784, 0.8834874, -0.37350687, 9.680053, 0.88109314, -0.34477556, 9.73991, 0.9026416, -0.2681588, 9.644139, 0.8547561, -0.23942748, 9.754275, 0.8044763, -0.30886146, 9.627379, 0.87151605, -0.38068968, 9.725544, 0.8978531, -0.31604427, 9.680053, 0.8379962, -0.30167863, 9.70639, 0.7996878, -0.3304099, 9.732727, 0.7877164, -0.4189981, 9.742304, 0.91461295, -0.31365, 9.656111, 0.84996754, -0.38308397, 9.730332, 0.8092649, -0.339987, 9.660899, 0.8667275, -0.3974496, 9.699207, 0.8930645, -0.28013015, 9.7135725, 0.7972935, -0.3615355, 9.737515, 0.8356019, -0.29689008, 9.749487, 0.845179, -0.29210153, 9.677659, 0.7901107, -0.13886794, 9.624985, 0.7877164, -0.25379312, 9.715967, 0.86912173, -0.21069619, 9.699207, 0.8571504, -0.34716985, 9.725544, 0.9074302, -0.20351335, 9.70639, 0.85236186, -0.2777359, 9.692024, 0.85954463, -0.28970724, 9.636956, 0.88588166, -0.22745611, 9.711179, 0.8667275, -0.17478207, 9.646533, 0.7853221, -0.31604427, 9.715967, 0.8978531, -0.1699935, 9.684841, 0.84039044, -0.23942748, 9.732727, 0.8332076, -0.2083019, 9.72315, 0.85954463, -0.19393626, 9.735122, 0.8284191, -0.19393626, 9.775824, 0.845179, -0.20590763, 9.7135725, 0.81644773, -0.14126222, 9.608225, 0.83081335, -0.31843856, 9.763853, 0.8978531, -0.2370332, 9.668081, 0.8236305, -0.339987, 9.708784, 0.8667275, -0.3423813, 9.737515, 0.8643332, -0.23463893, 9.768641, 0.8379962, -0.24900457, 9.675264, 0.8044763, -0.31843856, 9.720756, 0.81165916,0
80,-0.15323359, 9.648928, 0.69194543, -0.31843856, 9.814133, 0.9026416, -0.28970724, 9.708784, 0.84278476, -0.20351335, 9.711179, 0.8284191, -0.13886794, 9.73991, 0.8379962, -0.18196489, 9.6896305, 0.8667275, -0.15802214, 9.692024, 0.84278476, -0.021548472, 9.79019, 0.90982443, -0.009577099, 9.70639, 0.8332076, 0.028731298, 9.754275, 0.9385557, 0.10055954, 9.715967, 0.6751855, 0.028731298, 9.711179, 0.6081458, 0.2561874, 9.957788, 0.42378664, 0.409421, 9.725544, 0.3902668, 0.33519846, 9.545974, 0.24900457, 0.9241901, 9.601042, -0.17238778, 3.1460772, 9.452597, -1.2426286, 2.2099156, 9.873989, -0.53871185, 2.248224, 9.155706, 0.30886146, 4.336032, 8.504464, 0.047885496, 3.8715425, 8.707977, 1.4916332, 4.7526355, 7.7119594, 1.1779832, 4.6329217, 8.164477, 0.61293435, 5.2841644, 8.020821, 0.8930645, 4.5610933, 8.518829, 0.5411061, 4.5515165, 8.298556, 0.16520496, 5.7558365, 8.705584, -0.12210801, 5.111777, 9.593859, -0.028731298, 6.100612, 8.844451, -0.8140534, 5.4110613, 8.013638, -0.55307746, 5.147691, 7.850827, -0.35674694, 5.8061166, 7.963358, -0.65363705, 5.889916, 8.097438, -0.67757976, 5.7295, 7.9346266, -0.600963, 5.724711, 7.85801, -0.6943397, 5.4924664, 7.683228, -0.68715686, 5.8204823, 7.8101244, -0.80687064, 5.741471, 7.7837873, -0.77574503, 5.6744313, 7.805336, -0.69194543, 5.61218, 7.814913, -0.6296943, 5.6792197, 7.843644, -0.71588814, 5.6361227, 8.142929, -0.7733508, 5.566689, 8.095043, -0.88588166, 5.3871183, 7.90829, -0.6608198, 5.7127395, 7.8556156, -0.8475733, 5.5954204, 7.9753294, -0.76616794, 5.593026, 7.877164, -0.85236186, 5.626546, 7.764633, -0.85954463, 5.5619006, 7.8532214, -0.7829279, 5.691191, 7.9346266, -0.8643332,0
73,5.7007685, 7.9154725, -0.79250497, 5.5810547, 7.8364615, -0.77574503, 5.6576715, 7.929838, -0.7685622, 5.6935854, 7.848433, -0.8475733, 5.7797794, 7.8891354, -0.88588166, 5.6744313, 8.001666, -0.8140534, 5.6983743, 7.8101244, -0.8930645, 5.7390766, 7.843644, -0.92658436, 5.727105, 7.805336, -0.9313729, 5.734288, 7.9753294, -0.94573855, 5.8061166, 7.944204, -0.93616146, 5.7558365, 7.84125, -0.9194015, 5.8013277, 7.893924, -0.9696813, 5.8444247, 7.7167478, -0.98404694, 5.724711, 7.5252056, -0.9241901, 5.7965393, 7.5874567, -0.8739103, 5.9832926, 7.920261, -0.9481328, 5.9282246, 7.9154725, -0.9481328, 5.8061166, 7.6904106, -1.0534809, 5.643306, 7.472532, -0.97446984, 5.8420305, 7.8915296, -1.1013664, 5.913859, 7.781393, -1.1133378, 5.863579, 7.743085, -1.0846065, 5.8061166, 7.8173075, -1.0199611, 5.830059, 7.616188, -1.0965779, 5.89231, 7.640131, -1.2258687, 5.916253, 7.7526617, -1.2138973, 5.784568, 7.759845, -1.1420691, 5.9186473, 7.5683026, -1.175589, 5.9258304, 7.556331, -1.2354459, 5.968927, 7.7143536, -1.2210802, 5.89231, 7.7143536, -1.2354459, 6.0670924, 7.623371, -1.4293821, 5.8061166, 7.848433, -1.1803775, 5.9378014, 7.5252056, -1.376708, 5.8683677, 7.2091613, -1.3838909, 6.1054006, 8.320105, -1.3479767, 6.114978, 8.516436, -1.3431882, 5.047131, 8.118986, -1.4652961, 4.800521, 7.759845, -0.9505271, 4.767001, 7.9777236, -0.8930645, 4.853195, 7.8891354, -0.75659084, 5.9617443, 7.9920893, -1.4293821, 5.6337285, 8.183631, -1.3623424, 5.652883, 7.8460383, -1.2905141, 5.5331693, 7.745479, -1.489239, 5.786962, 7.7167478, -1.5778271, 5.607392, 7.4198575, -1.5490957, 5.664854, 7.1588817, -1.8100717, 6.019207, 7.563514, -2.2170985,0
71,5.830059, 7.4438004, -2.1117504, 5.403878, 7.7071705, -1.9896424, 5.707951, 7.695199, -2.2170985, 5.7582307, 7.6521025, -2.2099156, 5.497255, 7.6281595, -2.1069617, 5.6241517, 7.6904106, -2.1213274, 5.7606254, 7.5826683, -2.2458298, 5.7007685, 7.49408, -2.1931558, 5.724711, 7.513234, -2.343995, 5.791751, 7.5276, -2.3775148, 5.664854, 7.431829, -2.2697725, 5.813299, 7.472532, -2.4277947, 5.803722, 7.5874567, -2.4517374, 5.681614, 7.3863378, -2.3727264, 5.731894, 7.556331, -2.4182177, 5.777385, 7.501263, -2.3894863, 5.686403, 7.5323887, -2.439766, 5.7127395, 7.5395713, -2.4158232, 5.7127395, 7.553937, -2.3775148, 5.6672482, 7.4653487, -2.4277947, 5.834848, 7.5252056, -2.4780743, 5.7103453, 7.458166, -2.3942747, 5.7199225, 7.4701376, -2.4373717, 5.813299, 7.4629545, -2.5020173, 5.7989335, 7.393521, -2.4277947, 5.837242, 7.4270406, -2.4996228, 5.854002, 7.4533772, -2.5092, 5.707951, 7.4270406, -2.4684973, 5.7630196, 7.448589, -2.456526, 5.770202, 7.501263, -2.4637089, 5.7654138, 7.467743, -2.473286, 5.8061166, 7.491686, -2.4684973, 5.7366824, 7.4892917, -2.466103, 5.7893567, 7.415069, -2.3966691, 5.774991, 7.405492, -2.4493432, 5.837242, 7.4102807, -2.4900458, 5.794145, 7.3863378, -2.5187771, 5.8252707, 7.467743, -2.5475085, 5.810905, 7.369578, -2.516383, 5.8659735, 7.395915, -2.4708917, 5.827665, 7.391126, -2.5235655, 5.851608, 7.379155, -2.4972286, 5.7007685, 7.3169036, -2.430189, 5.643306, 7.4797144, -2.5475085, 5.906676, 7.434223, -2.569057, 5.7654138, 7.5515428, -2.4948344, 4.9872746, 7.3192983, -2.0806248, 5.236279, 8.265037, -1.7933118, 4.3911, 8.315316, -0.93616146, 1.3719195, 8.743892, -0.12450229,0
71,-0.28731298, 9.883567, 0.7637737, -1.1133378, 10.78142, 1.4581133, -1.8531687, 9.229929, 1.4916332, -2.169213, 8.684034, 2.631308, -3.2562137, 8.638543, 3.110163, -4.295329, 8.332076, 3.1221344, -3.9888618, 8.056735, 3.4884584, -3.9481592, 8.174054, 3.5602865, -4.355186, 7.745479, 3.232271, -4.6736245, 7.7311134, 3.8667538, -3.9194279, 7.85801, 3.4525442, -4.3911, 7.9920893, 3.7925313, -4.2737803, 7.963358, 3.634509, -4.233078, 7.927444, 3.6728175, -4.285752, 8.061523, 3.7063375, -4.338426, 8.135746, 3.6728175, -4.355186, 7.980118, 3.5962007, -4.000833, 8.226728, 3.4740927, -4.3192716, 8.269825, 3.5794408, -4.352792, 8.0711, 3.7494342, -4.0343533, 8.0926485, 3.4381785, -3.7853484, 8.10462, 3.476487, -3.981679, 8.181237, 3.6392977, -3.7638, 8.209969, 3.6800003, -3.79732, 8.145323, 3.6608462, -3.5842295, 8.102226, 3.6201434, -3.8116856, 8.214757, 3.727886, -3.5315554, 8.174054, 3.6895776, -3.7398572, 8.13814, 3.6129606, -3.7159145, 8.207574, 3.6895776, -3.5363438, 8.190814, 3.634509, -3.8906965, 8.305739, 3.6608462, -3.6991546, 8.147717, 3.6081722, -3.6177492, 7.989695, 3.6704233, -4.122941, 8.085466, 3.7590115, -4.2115293, 8.200391, 3.4286015, -4.4030714, 8.241094, 3.7063375, -3.8787253, 8.035186, 3.6608462, -3.6584518, 8.073495, 3.8021083, -3.493247, 8.126168, 3.7733772, -3.8045027, 8.219545, 3.991256, -3.677606, 8.408693, 3.8212626, -3.6488748, 8.214757, 3.7661943, -3.790137, 8.12138, 3.7422516, -3.5746522, 8.056735, 3.7135203, -3.8619652, 8.118986, 3.7853484, -3.9242165, 8.315316, 3.9960446, -3.7733772, 8.130958, 3.9194279, -3.5794408, 8.164477, 3.8523881, -3.727886, 8.20518, 3.8954852,0
70,-3.5914123, 8.063917, 3.9529476, -3.553104, 8.171659, 3.9840732, -3.4477558, 8.176449, 4.0367475, -3.469304, 8.13814, 3.9768906, -3.493247, 8.140534, 3.9505534, -3.4908526, 8.190814, 3.9697077, -3.5004299, 8.20518, 3.964919, -3.4094474, 8.224334, 3.981679, -3.512401, 8.178843, 3.9673133, -3.4094474, 8.197997, 3.991256, -3.3495905, 8.18842, 3.964919, -3.407053, 8.166871, 3.9529476, -3.4477558, 8.164477, 3.9984388, -3.4094474, 8.214757, 3.9457648, -3.3687446, 8.186026, 3.9313993, -3.4357843, 8.224334, 3.9984388, -3.407053, 8.226728, 3.972102, -3.4357843, 8.224334, 3.9673133, -3.5147953, 8.224334, 3.991256, -3.5219781, 8.13814, 3.9673133, -3.3400133, 8.178843, 3.9744961, -3.3208592, 8.2578535, 3.9505534, -3.397476, 8.2027855, 3.9002736, -3.4429672, 8.224334, 3.9194279, -3.4381785, 8.308133, 3.902668, -3.5076127, 8.22194, 3.962525, -3.4645157, 8.243488, 3.8954852, -3.2921278, 8.226728, 3.8715425, -3.4357843, 8.2339115, 3.9361877, -3.4645157, 8.212362, 3.9002736, -3.5147953, 8.262642, 3.8906965, -3.4381785, 8.236305, 3.859571, -3.3591676, 8.212362, 3.8523881, -3.4333901, 8.293768, 3.9170337, -3.4309957, 8.229122, 3.869148, -3.5171897, 8.214757, 3.869148, -3.510007, 8.231517, 3.9242165, -3.545921, 8.2027855, 3.9673133, -3.4333901, 8.250671, 3.842811, -3.4262073, 8.243488, 3.8715425, -3.476487, 8.2578535, 3.8739367, -3.5387383, 8.2578535, 3.849994, -3.5363438, 8.178843, 3.8236568, -3.5315554, 8.2578535, 3.79732, -3.4956412, 8.286585, 3.9050622, -3.5483153, 8.269825, 3.8308396, -3.5435266, 8.2578535, 3.8116856, -3.4980354, 8.260248, 3.8715425, -3.3735332, 8.2027855, 3.842811, -3.4549387, 8.293768, 3.833234,0
67,-3.3759274, 8.2339115, 3.8308396, -3.4357843, 8.236305, 3.842811, -3.4238129, 8.308133, 3.8835137, -3.440573, 8.217151, 3.5914123, -3.634509, 7.9130783, 3.6536634, -4.2570205, 7.3576064, 2.7917244, -4.529968, 7.85801, 2.6791935, -3.9194279, 8.8636055, 2.9090438, -4.364763, 9.3592205, 3.0694604, -3.1029801, 8.336864, 2.4373717, -4.4294086, 7.84125, 2.9736893, -3.9242165, 8.2027855, 2.8443985, -4.309695, 8.006455, 3.0359404, -4.288146, 8.176449, 2.9377751, -4.0582957, 8.45179, 3.1436827, -3.9074564, 8.480521, 3.1149516, -4.122941, 8.463761, 3.3663504, -3.727886, 8.281796, 3.318465, -3.9002736, 7.9322324, 3.5171897, -3.7829542, 7.5299945, 2.5068057, -3.3926873, 9.869201, 4.355186, -4.189981, 7.850827, 2.832427, -3.2298768, 8.645726, 3.232271, -3.5985951, 8.432636, 3.2274826, -3.4525442, 8.518829, 3.1700199, -3.3208592, 8.46855, 3.3256476, -3.3400133, 8.521224, 3.3112822, -3.4740927, 8.458973, 3.3639562, -3.2777622, 8.449396, 3.2897336, -3.3735332, 8.490098, 3.45015, -3.3328304, 8.427847, 3.4238129, -3.2610023, 8.482916, 3.5147953, -3.337619, 8.482916, 3.4429672, -3.3567734, 8.504464, 3.512401, -3.3591676, 8.444607, 3.4262073, -3.3831103, 8.46855, 3.4429672, -3.284945, 8.456578, 3.4142358, -3.4286015, 8.447001, 3.3902931, -3.3759274, 8.444607, 3.407053, -3.4214187, 8.518829, 3.387899, -3.4262073, 8.509253, 3.3495905, -3.397476, 8.482916, 3.3304362, -3.3256476, 8.487704, 3.354379, -3.4309957, 8.526012, 3.3064935, -3.397476, 8.502069, 3.3160706, -3.3759274, 8.492493, 3.3400133, -3.459727, 8.518829, 3.344802, -3.5171897, 8.466156, 3.3639562, -3.4166303, 8.506859, 3.294522, -3.4645157, 8.509253, 3.318465,0
55,-3.3831103, 8.545167, 3.2969165, -3.215511, 8.537984, 3.1748085, -2.7390504, 9.452597, 3.1029801, -3.0383348, 10.168485, 3.318465, -0.66321415, 9.80695, 1.5371244, 1.498816, 9.8787775, 0.9074302, -1.3671309, 9.826104, 1.4365649, 1.0654523, 8.600235, 0.19633053, 4.9800916, 8.4781275, -1.3695252, 4.697567, 7.450983, -3.172414, 3.9050622, 9.134158, -1.4437478, 4.0032277, 8.169266, -3.1436827, 3.8667538, 8.209969, -2.8372157, 4.225895, 8.411087, -3.2777622, 4.0032277, 8.415876, -3.7781656, 3.8284454, 8.327288, -3.6105664, 2.779753, 8.296163, -3.9433706, 3.806897, 8.291373, -4.4461684, 3.083826, 8.415876, -3.9577363, 3.179597, 8.176449, -3.9864676, 3.387899, 8.497281, -4.1780095, 3.0263634, 8.190814, -4.005622, 3.2442424, 8.262642, -4.0535073, 3.3855045, 8.2387, -4.2139235, 3.407053, 8.265037, -4.0559015, 3.2442424, 8.200391, -3.9505534, 3.4525442, 8.2027855, -4.1253357, 3.4429672, 8.281796, -4.106181, 3.3328304, 8.219545, -3.9361877, 3.5076127, 8.260248, -4.04393, 3.5650752, 8.107015, -4.0966043, 3.4788814, 8.209969, -4.067873, 3.529161, 8.159689, -4.1085753, 3.5004299, 8.176449, -4.067873, 3.4788814, 8.200391, -4.0726614, 3.5363438, 8.22194, -4.0295644, 3.5171897, 8.171659, -4.0128045, 3.5147953, 8.200391, -4.0822387, 3.4525442, 8.147717, -4.103787, 3.493247, 8.209969, -4.1253357, 3.4740927, 8.1549, -4.0104103, 3.476487, 8.152506, -4.0463243, 3.5339496, 8.186026, -4.063084, 3.553104, 8.207574, -4.017593, 3.5267668, 8.159689, -4.0463243, 3.5770466, 8.097438, -4.017593, 3.5363438, 8.195602, -4.02717, 3.476487, 8.186026, -4.065479, 3.4286015, 8.145323, -4.0128045, 3.6009893, 8.181237, -4.1253357,0
61,3.4573328, 8.140534, -4.0151987, 3.4740927, 8.209969, -4.04393, 3.502824, 8.171659, -4.0535073, 3.5387383, 8.38475, -3.9984388, 3.5698638, 8.162083, -4.1851926, 3.380716, 8.200391, -3.9840732, 3.4716985, 8.1549, -4.0343533, 3.4333901, 8.207574, -4.0726614, 3.4621215, 8.262642, -4.008016, 3.4453614, 8.18842, -4.0319586, 3.4884584, 8.200391, -3.9936504, 3.5363438, 8.193209, -3.9984388, 3.4309957, 8.274613, -3.8763309, 3.459727, 8.152506, -4.051113, 3.459727, 8.209969, -3.9840732, 3.512401, 8.186026, -3.9984388, 3.476487, 8.20518, -4.0367475, 3.4956412, 8.193209, -3.9792848, 3.4118416, 8.190814, -3.9936504, 3.5866237, 8.159689, -4.0104103, 3.4477558, 8.145323, -3.9673133, 3.4812756, 8.157294, -3.962525, 3.5339496, 8.145323, -3.981679, 3.476487, 8.190814, -3.9768906, 3.5962007, 8.214757, -4.146884, 3.493247, 8.281796, -3.9577363, 3.5698638, 8.243488, -3.991256, 3.4381785, 8.190814, -3.964919, 3.5363438, 8.157294, -4.0966043, 3.5387383, 8.186026, -4.04393, 3.4836698, 8.109408, -4.0559015, 3.4740927, 8.243488, -4.04393, 3.6177492, 8.183631, -4.0726614, 3.502824, 8.140534, -4.0367475, 3.5435266, 8.193209, -4.022382, 3.529161, 8.142929, -4.005622, 3.4980354, 8.351231, -3.816474, 3.5435266, 8.217151, -4.1588554, 3.4357843, 8.231517, -4.008016, 3.5507095, 8.286585, -3.9768906, 3.5435266, 8.2578535, -4.0726614, 3.510007, 8.181237, -3.9888618, 3.799714, 8.099832, -4.295329, 3.859571, 8.372779, -4.0199876, 3.6800003, 7.910684, -3.9577363, 3.4190245, 8.12138, -3.8739367, 3.1843855, 8.389539, -3.6656346, 3.3160706, 8.293768, -4.352792, 3.1939626, 8.741497, -3.7709827, 3.5267668, 8.248277, -4.2187123,0
